"Date","State","City","Summary","time","altitude","reporter","relative_location","evasive_action","disposition","report_type"
2025-05-05,"ILLINOIS","CHICAGO","PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1600C/CHICAGO TRACON ADVISED, CESSNA C700, LOT - PWK, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE SW BOUND AT 4,000 FEET 8 SE MDW. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.","1600C","000 FEET","PWK","8 SE MDW","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-06,"TENNESSEE","SMYRNA","PRELIM INFO FROM FAA OPS: SMYRNA, TN/UAS SIGHTING/1555C/SMYRNA FCT ADVISED, CESSNA C172, MQY - MQY, REPORTED UAS FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 1,500 FEET 2 S MQY. NO EVASIVE ACTION TAKEN. ARPT PUBLIC SAFETY NOTIFIED.","1555C","500 FEET","MQY","2 S MQY","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-06,"CALIFORNIA","TORRANCE","PRELIM INFO FROM FAA OPS: TORRANCE, CA/UAS SIGHTING/1601P/TORRANCE ATCT ADVISED, EXPERIMENTAL GILES G202, REPORTED UAS AT UNKN ALTITUDE VCNTY OF TWY D AND RAMP AREA TOA. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC MO/RL","1601P",NA,NA,". NO","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-07,"NEW YORK","NEW YORK","PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1316E/LAGUARDIA ATCT ADVISED, CRJ9, TORONTO, CANADA (CYYZ) - LGA, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE SW BOUND AT 1,000 FEET 2 NE LGA. NO EVASIVE ACTION TAKEN. NYPD AVIATION NOTIFIED.","1316E","000 FEET","LGA","2 NE LGA","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-07,"FLORIDA","FORT MYERS","PRELIM INFO FROM FAA OPS: FORT MYERS, FL/UAS SIGHTING/LATE REPORT-1530E/CHICAGO TRACON ADVISED, PIPER PA46, TMA - RSW, REPORTED WHITE UAS ON RIGHT SIDE AT 2,000 FEET ON 6 MILE FINAL RSW. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC MO/SW","1530E","000 FEET","RSW",". NO","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-07,"TEXAS","AMARILLO","PRELIM INFO FROM FAA OPS: AMARILLO, TX/UAS SIGHTING/1602C/AMARILLO ATCT ADVISED, T38, REPORTED UAS WHILE NE BOUND AT 5,300 FEET 5 SW PANHANDLE VORTAC (PNH). NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC SJ/JW","1602C","300 FEET",NA,"5 SW PANHANDLE","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-07,"WASHINGTON","OAK HARBOR","PRELIM INFO FROM FAA OPS: OAK HARBOR, WA/UAS SIGHTING/1455P/NAS WHIDBEY ISLAND ADVISED, F18, REPORTED UAS WHILE NW BOUND AT 500 FEET 1 ESE NUW. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC MO/SW","1455P","500 FEET",NA,"1 ESE NUW","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-08,"FLORIDA","ORLANDO","PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/0855E/ORLANDO EXECUTIVE ATCT ADVISED, PIPER P28A, OBSERVED A UAS WHILE WESTBOUND AT 1,100 FEET, 1 WNW ORL. NO EVASIVE ACTION REPORTED. NO LEO INFO NOTIFICATION PROVIDED. WOC JA/JR","0855E","100 FEET",NA,"1 WNW ORL",NA,NA,"PRELIM INFO"
2025-05-08,"KANSAS","TOPEKA","PRELIM INFO FROM FAA OPS: TOPEKA, KS/UAS SIGHTING/1120C/TOPEKA ATCT ADVISED, CESSNA C172, REPORTED A UAS 100 FEET BELOW AT THE 6 O'CLOCK POSITION WHILE N BOUND AT 1,400 FEET 1.5 S TOP, TOP ATCT CHANGED TRAFFIC TO RUNWAY 13 TO AVOID POSSIBLE CONFLICTS. TOPEKA PD NOTIFIED.","1120C","100 FEET",NA,"1.5 S TOP",NA,"PD NOTIFIED","PRELIM INFO"
2025-05-08,"VIRGINIA","BROOKE","PRELIM INFO FROM FAA OPS: BROOKE, VA/UAS SIGHTING/1355E/POTOMAC TRACON ADVISED, CESSNA C172, VKX - VKX, REPORTED UAS FROM THE 9 O'CLOCK POSITION WHILE SW BOUND AT 2,500 FEET 14 ENE BROOKE VORTAC (BRV). NO EVASIVE ACTION TAKEN. CHARLES COUNTY SHERIFF OFFICE NOTIFIED. WOC SJ/JR","1355E","500 FEET","VKX","14 ENE BROOKE","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-08,"CALIFORNIA","CHINO","PRELIM INFO FROM FAA OPS: CHINO, CA/UAS SIGHTING/1332P/CHINO ATCT ADVISED, PIPER P28A, REPORTED UAS FROM THE 12 O'CLOCK WHILE W BOUND AT 1,000 FEET 1 W OF CNO. NO EVASIVE ACTION TAKEN. CHINO PD NOTIFIED.","1332P","000 FEET",NA,"1 W OF","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-08,"ALABAMA","DOTHAN","PRELIM INFO FROM FAA OPS: DOTHAN, AL/UAS SIGHTING/1610C/JACKSONVILLE ARTCC ADVISED, AIRBUS HELICOPTERS EC45, REPORTED UAS FROM THE 1 O'CLOCK POSITION WHILE SW BOUND AT 2,900 FEET 23 N WIREGRASS VORTAC  (RRS).NO EVASIVE ACTION TAKEN. BARBOUR COUNTY SHERIFF NOTIFIED.","1610C","900 FEET",NA,"23 N WIREGRASS","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-08,"GEORGIA","ATLANTA","PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1902E/ATLANTA ATCT ADVISED, A321, BOS - ATL, REPORTED A UAS AT THE 11 O'CLOCK POSITION WHILE S BOUND AT 6,800 FEET 19 ENE ATL. NO EVASIVE ACTION TAKEN. DEKALB COUNTY SHERIFF NOTIFIED.","1902E","800 FEET","ATL","19 ENE ATL","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-08,"GEORGIA","ATLANTA","PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/2022E/ATLANTA TRACON ADVISED, B739, MCI - ATL, REPORTED A BLACK UAS WHILE W BOUND AT 3,200 FEET 12 E ATL. NO EVASIVE ACTION TAKEN. HENRY COUNTY SHERIFF NOTIFIED.","2022E","200 FEET","ATL","12 E ATL","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-08,"CALIFORNIA","SAN DIEGO","PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS SIGHTING/1811P/MONTGOMERY ATCT ADVISED, PIPER P28R, MYF - MYF, REPORTED BLACK UAS WHILE W BOUND AT 1,400 FEET 2 E MYF. NO EVASIVE ACTION TAKEN. LEO CONTACT NUMBER NOT PROVIDED. WOC MO/AJ","1811P","400 FEET","MYF","2 E MYF","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-09,"FLORIDA","ST PETERSBURG-CLEARWATER","PRELIM INFO FROM FAA OPS: ST PETERSBURG-CLEARWATER, FL/UAS SIGHTING/0910E/ST PETERSBURG ATCT ADVISED, SOCATA TAMP, REPORTED A UAS WHILE NE BOUND AT 1,000 FEET 1 SE PIE. NO EVASIVE ACTION TAKEN. PINELLAS COUNTY SHERIFF NOTIFIED.","0910E","000 FEET","TAMP","1 SE PIE","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-09,"ARIZONA","PHOENIX","PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/1444M/PHOENIX ATCT ADVISED, LEARJET LR60, REPORTED A UAS AT THE 3 O'CLOCK POSITION WHILE ENE BOUND AT 3,000 FEET 3 SW PHX. NO EVASIVE ACTION TAKEN, PHX ARPT NOTIFIED.","1444M","000 FEET",NA,"3 SW PHX","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-09,"TEXAS","HOUSTON","PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1945C/HOUSTON TRACON ADVISED, B38M, CALGARY, CANADA (CYYC) - IAH, REPORTED A UAS AT THE 12 O'CLOCK POSITION WHILE E BOUND AT 3,000 FEET 20 W IAH. NO EVASIVE ACTION TAKEN. HARRIS COUNTY SHERIFF NOTFIED AT. WOC 202-267-3333 RA/JW","1945C","000 FEET","IAH","20 W IAH","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-09,"WEST VIRGINIA","CHARLESTON","PRELIM INFO FROM FAA OPS: CHARLESTON, WV/UAS SIGHTING/2246E/CHARLESTON ATCT ADVISED, CESSNA C150, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE NE BOUND AT 1,700 FEET 1 NE CRW. NO EVASIVE ACTION TAKEN. KANAWHA COUNTY PD NOTIFIED.","2246E","700 FEET",NA,"1 NE CRW","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-10,"FLORIDA","MIAMI","PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/1640E/OPA-LOCKA ATCT ADVISED, EMBRAER E55P, UOX - OPF, REPORTED A UAS WHILE E BOUND AT 1,000 FEET 3 E OPF. NO EVASIVE ACTION TAKEN. MIAMI-DADE COUNTY SHERIFF NOTIFIED.","1640E","000 FEET","OPF","3 E OPF","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-10,"MICHIGAN","DETROIT","PRELIM INFO FROM FAA OPS: DETROIT, MI/UAS SIGHTING/2054E/DETROIT TRACON ADVISED, CRJ9, MONTREAL, CANADA (CYUL) - DTW, REPORTED A UAS WHILE WSW BOUND AT 10,000 FEET 10 NE DTW. NO EVASIVE ACTION TAKEN. MICHIGAN STATE PD NOTIFICATION NUMBER NOT PROVIDED. WOC RL/SW","2054E","000 FEET","DTW","10 NE DTW","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-11,"ARKANSAS","HUNTSVILLE","PRELIM INFO FROM FAA OPS: HUNTSVILLE, AR/UAS SIGHTING/0846C/FORT SMITH ATCT ADVISED, CRJ9, ATL - XNA, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 7,000 FEET 8 W H34. NO EVASIVE ACTION TAKEN. MADISON COUNTY SHERIFF NOTIFIED. WOC JG/SJ","0846C","000 FEET","XNA",". NO","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-11,"VERMONT","BURLINGTON","PRELIM INFO FROM FAA OPS: BURLINGTON, VT/UAS SIGHTING/1042E/BOSTON ARTCC ADVISED, CRJ9, RDU - MONTREAL, CANADA (CYUL), OBSERVED A UAS WHILE N BOUND AT 15,000 FEET 15 WNW BTV. NO EVASIVE ACTION TAKEN. NYSP NOTIFIED.","1042E","000 FEET",NA,"15 WNW BTV","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-11,"MISSOURI","ST LOUIS","PRELIM INFO FROM FAA OPS: ST LOUIS, MO/UAS SIGHTING/0955C/ST LOUIS TRACON ADVISED, CESSNA C182, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 7,000 FEET 30 N STL. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC JG/RA","0955C","000 FEET",NA,"30 N STL","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-11,"ILLINOIS","CHICAGO/ROMEOVILLE","PRELIM INFO FROM FAA OPS: CHICAGO/ROMEOVILLE, IL/UAS SIGHTING/1255C/CHICAGO TRACON ADVISED, PIPER P28A, 3CK - MDH, REPORTED UAS FROM THE 10 O'CLOCK POSITION WHILE SSE BOUND AT 5,000 FEET 10 W LOT. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC SJ/JG","1255C","000 FEET","MDH","10 W LOT","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-11,"FLORIDA","FORT LAUDERDALE","PRELIM INFO FROM FAA OPS: FORT LAUDERDALE, FL/UAS SIGHTING/1325E/MIAMI TRACON ADVISED, HONDA HDJT, CHS - FXE, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE S BOUND AT 2,000 FEET 9 W FXE. NO EVASIVE ACTION TAKEN. BROWARD COUNTY SHERIFF NOTIFIED.","1325E","000 FEET","FXE","9 W FXE","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-11,"CALIFORNIA","MODESTO","PRELIM INFO FROM FAA OPS: MODESTO, CA/UAS SIGHTING/1546P/NORCAL TRACON ADVISED, CESSNA P210, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE W BOUND AT 6,500 FEET 8 ESE MOD. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC JE/RL","1546P","500 FEET",NA,"8 ESE MOD","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-11,"ILLINOIS","CHICAGO","PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1855C/CHICAGO TRACON ADVISED, E170, MSN - ORD, REPORTED A WHITE UAS FROM THE 12 O'CLOCK POSITION WHILE S BOUND AT 7,000 FEET 25 NW ORD. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.","1855C","000 FEET","ORD","25 NW ORD","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-12,"NEW JERSEY","TETERBORO","PRELIM INFO FROM FAA OPS: TETERBORO, NJ/UAS SIGHTING/1035E/TETERBORO ATCT ADVISED, PILATUS PC12, ACK - TEB, OBSERVED A UAS WHILE SOUTHWEST BOUND AT 1,200 FEET VCNTY ALPINE TOWER. NO EVASIVE ACTION REPORTED. PORT AUTHORITY OF NEW JERSEY NOTIFIED.","1035E","200 FEET",NA,". NO",NA,NA,"PRELIM INFO"
2025-05-12,"OKLAHOMA","OKMULGEE","PRELIM INFO FROM FAA OPS: OKMULGEE, OK/UAS SIGHTING/1137C/FORT WORTH ARTCC ADVISED, CIRRUS SR22, REPORTED A SILVER UAS AT THE 11 O'CLOCK POSITION WHILE S BOUND AT 11,200 FEET 12 W OKMULGEE VOR (OKM). NO EVASIVE ACTION TAKEN. OKLAHOMA HIGHWAY PATROL NOTIFIED.","1137C","200 FEET",NA,"12 W OKMULGEE","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-12,"CONNECTICUT","PUTNAM","PRELIM INFO FROM FAA OPS: PUTNAM, CT/UAS SIGHTING/1241E/YANKEE TRACON ADVISED, CESSNA C177, N12 - IJD, REPORTED A WHITE UAS AT THE 1 O'CLOCK POSITION WHILE ENE BOUND AT 5,500 FEET 6 W PUTNAM VOR (PUT). NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC KC/RC","1241E","500 FEET","IJD","6 W PUTNAM","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-12,"TEXAS","DALLAS","CORRECTION INFO (EVENT TYPE) FROM FAA OPS: DALLAS, TX/UAS INCIDENT/1425C/DALLAS LOVE ATCT ADVISED, B738, TUL - DAL, REPORTED A RED UAS AT THE 3 O'CLOCK POSITION WHILE NW BOUND AT 2,300 FEET 5 SE DAL. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC KC/JA","1425C","300 FEET","DAL","5 SE DAL","NO EVASIVE ACTION TAKEN",NA,NA
2025-05-12,"MASSACHUSETTS","BOSTON","PRELIM INFO FROM FAA OPS: /UAS SIGHTING/1542E/BOSTON ATCT ADVISED, A321, ATL - BOS, OBSERVED AN UNKN-TYPE METALLIC OBJECT ON THE LEFT SIDE WHILE SOUTHEAST BOUND AT 1,500 FEET, 5 NE BOS. NO EVASIVE ACTION REPORTED. MASSACHUSETS STATE PD NOTIFIED.","1542E","500 FEET",NA,"5 NE BOS",NA,"PD NOTIFIED","PRELIM INFO"
2025-05-12,"NEW JERSEY","TETERBORO","PRELIM INFO FROM FAA OPS: TETERBORO, NJ/UAS SIGHTING/1640E/NEWART ATCT ADVISED, A320, CHS - EWR, OBSERVED A UAS WHILE SOUTHWEST BOUND AT 3,000 FEET VCNTY TEB. NO EVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED. WOC JA/RC","1640E","000 FEET",NA,". NO",NA,NA,"PRELIM INFO"
2025-05-12,"UTAH","LOGAN","PRELIM INFO FROM FAA OPS: LOGAN, UT/UAS SIGHTING/1848M/SALT LAKE CITY ARTCC ADVISED, BEECH B190, RKS - SLC, REPORTED A UAS AT THE 12 O'CLOCK POSITION WHILE W BOUND AT 16,000 FEET 34 ENE BRIGHAM CITY VOR (LHO). NO EVASIVE ACTION TAKEN. RICH COUNTY SHERIFF NOTIFIED.","1848M","000 FEET","SLC","34 ENE BRIGHAM","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-12,"ILLINOIS","CHICAGO","PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/2022C/CHICAGO TRACON ADVISED, E145, ALO - ORD, REPORTED A BLACK UAS AT THE 12 O'CLOCK POSITION WHILE S BOUND AT 5,000 FEET 21 WNW ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.","2022C","000 FEET","ORD","21 WNW ORD","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-12,"HAWAII","HONOLULU","PRELIM INFO FROM FAA OPS: HONOLULU, HI/UAS SIGHTING/1629L/HONOLULU CONTROL FACILITY ADVISED, HELO, REPORTED A UAS FLYING AROUND ACFT WHILE OPERATING AT 800 FEET 6 E HNL.  FOLLOWED THE UAS AND REQUESTED GROUND UNITS ATTEMPT TO LOCATE THE OPERATOR. GROUND UNITS WERE UNABLE TO LOCATE THE OPERATORS. WOC DJ/DJ","1629L","800 FEET","HELO","6 E HNL",NA,NA,"PRELIM INFO"
2025-05-13,"FLORIDA","WEST PALM BEACH","PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS SIGHTING/1136E/MIAMI ARTCC ADVISED, B738, LGA - MIA, REPORTED A UAS WHILE S BOUND AT FL210 DIRECTLY OVER WEST PALM BEACH VOR (PBI). NO EVASIVE ACTION TAKEN. WEST PALM BEACH PD NOTIFIED.","1136E",NA,"MIA",". WEST","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-13,"LOUISIANA","LAFAYETTE","PRELIM INFO FROM FAA OPS: LAFAYETTE, LA/UAS SIGHTING/0955C/E-ROC ADVISED, CESSNA T210, REPORTED A BLACK UAS FROM THE 12 O'CLOCK POSITION AT 1200 ENE BOUND NNW LFT. NO EVASIVE ACTION TAKEN. LAFAYETTE PARISH SHERIFF NOTIFIED.","0955C",NA,NA,"1200 ENE BOUND","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-13,"ILLINOIS","PEORIA","PRELIM INFO FROM FAA OPS: PEORIA, IL/UAS SIGHTING/1200E/CHICAGO ARTCC ADVISED, EMBRAER E145, ORD - OWB, OBSERVED A SILVER-COLORED UAS WHILE SOUTHBOUND AT 17,000 FEET VCNTY PEORIA. NOEVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED. WOC JA/RC","1200E","000 FEET",NA,". NOEVASIVE",NA,NA,"PRELIM INFO"
2025-05-13,"SOUTH CAROLINA","CHARLESTON","PRELIM INFO FROM FAA OPS: CHARLESTON, SC/UAS SIGHTING/1226E/CHARLESTON ATCT ADVISED, PIPER P32R, FFC - LRO, REPORTED A LARGE BLUE UAS AT THE 11 O'CLOCK POSITION WHILE ESE BOUND AT 3,000 FEET 15 E CHS. NO EVASIVE ACTION TAKEN. CHARLESTON COUNTY SHERIFF NOTIFIED.","1226E","000 FEET","LRO","15 E CHS","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-13,"ALABAMA","MOBILE","PRELIM INFO FROM FAA OPS: MOBILE, AL/UAS SIGHTING/1405C/BROOKLEY FCT ADVISED, CESSNA C680, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE SE BOUND AT 500 FEET 4 NW BFM. NO EVASIVE ACTION TAKEN. MOBILE INTL ARPT PD NOTIFIED.","1405C","500 FEET",NA,"4 NW BFM","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-13,"CALIFORNIA","NEEDLES","PRELIM INFO FROM FAA OPS: NEEDLES, CA/UAS SIGHTING/LATE REPORT - 1225P/LOS ANGELES ARTCC ADVISED, F35, REPORTED A SMALL UAS AT THE 6 O'CLOCK POSITION WHILE W BOUND AT FL200 8 S EED. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED. WOC MC/KC","1225P",NA,NA,"8 S EED","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-13,"ARIZONA","SCOTTSDALE","PRELIM INFO FROM FAA OPS: SCOTTSDALE, AZ/UAS SIGHTING/1341M/SCOTTSDALE ATCT ADVISED, CIRRUS SR22, OBSERVED A UAS WHILE SOUTHWEST BOUND AT 2,500 FEET 3 SW SDL. NO EVASIVE ACTION TAKEN. PHOENIX ARPT PD NOTIFIED.","1341M","500 FEET",NA,"3 SW SDL","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-13,"ARKANSAS","FORT SMITH","PRELIM INFO FROM FAA OPS: FORT SMITH, AR/UAS SIGHTING/1655C/FORT SMITH ATCT ADVISED, CESSNA C56X, REPORTED A UAS AT THE 3 O'CLOCK POSITION WHILE N BOUND AT 1,500 FEET 3 SW FSM. NO EVASIVE ACTION TAKEN. SEBASTIAN COUNTY SHERIFF NOTIFIED, NO NUMBER PROVIDED. WOC MC/KC","1655C","500 FEET",NA,"3 SW FSM","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-13,"INDIANA","INDIANAPOLIS","PRELIM INFO FROM FAA OPS: INDIANAPOLIS, IN/UAS SIGHTING/1956E/INDIANAPOLIS ATCT ADVISED, SAAB SF34, IND - HAMILTON, CANADA (CYHM), REPORTED RED UAS FROM THE 2 O'CLOCK POSITION WHILE NNE BOUND AT 1,000 FEET 1 SE IND. NO EVASIVE ACTION TAKEN. ARPT PD NOTIFIED.","1956E","000 FEET",NA,"1 SE IND","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-14,"MINNESOTA","MINNEAPOLIS","PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS SIGHTING/0643C/MINNEAPOLIS ATCT ADVISED, A321, SAN - MSP, REPORTED MULTIPLE UAS' FROM THE 3 O'CLOCK POSTION WHILE ESE BOUND AT 3,300 FEET 10 NW MSP. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC MA/JA","0643C","300 FEET","MSP","10 NW MSP","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-14,"CALIFORNIA","SACRAMENTO","PRELIM INFO FROM FAA OPS: SACRAMENTO, CA/UAS SIGHTING/1512P/SACRAMENTO ATCT ADVISED, CESSNA C56X, REPORTED A UAS AT THE 12 O'CLOCK POSITION 700 FEET BELOW WHILE WSW BOUND AT 2,700 FEET 24 NNW SAC. NO EVASIVE ACTION TAKEN. SACRAMENTO INTL ARPT PD NOTIFIED.","1512P","700 FEET",NA,"24 NNW SAC","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-15,"PENNSYLVANIA","PITTSBURGH","PRELIM INFO FROM FAA OPS: PITTSBURGH, PA/UAS SIGHTING/1200E/CLEVELAND ARTCC ADVISED, LANCAIR EVOT, REPORTED SILVER UAS FROM THE 3 O'CLOCK POSITION WHILE E BOUND AT FL190 15 SSW PIT. NO EVASIVE ACTION TAKEN. ALLEGHENY COUNTY EMERGENCY COMMUNICATIONS DISTRICT NOTIFIED.","1200E",NA,"EVOT","15 SSW PIT","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-15,"TEXAS","HOUSTON","PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/LATE REPORT 1300C/HOUSTON TRACON ADVISED, B38M, SNA - IAH, REPORTED A SILVER UAS 1,500 FEET BELOW WHILE NE BOUND AT 2,000 FEET 16 NE IAH. NO EVASIVE ACTION TAKEN. HOUSTON FBI NOTIFIED.","1300C","500 FEET","IAH","16 NE IAH","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-15,"CALIFORNIA","OAKLAND","PRELIM INFO FROM FAA OPS: OAKLAND, CA/UAS SIGHTING/1127P/NORCAL TRACON ADVISED, CESSNA C152, REPORTED UAS FROM THE 3 O'CLOCK POSITION WHILE NW BOUND AT 2,000 FEET 7 W OAK. NO EVASIVE ACTION TAKEN. SFO PD NOTIFIED.","1127P","000 FEET",NA,"7 W OAK","NO EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
2025-05-15,"NORTH CAROLINA","WILMINGTON","PRELIM INFO FROM FAA OPS: WILMINGTON, NC/UAS SIGHTING/1615E/WILMINGTON ATCT ADVISED, DASSAULT F900, SAF - ILM, REPORTED A BLACK-SILVER UAS WHILE SSE BOUND AT 2,300 FEET 12 NNE ILM. NO EVASIVE ACTION TAKEN. PENDER COUNTY DISPATCH NOTIFIED.","1615E","300 FEET","ILM","12 NNE ILM","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-15,"TEXAS","DALLAS","PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS SIGHTING/1530C/LOVE ATCT ADVISED, E55P, RVS - DAL, REPORTED BLACK AND RED UAS FROM THE LEFT SIDE WHILE NW BOUND AT 300 FEET 1 SE DAL. NO EVASIVE ACTION TAKEN. DFW DPS NOTIFIED.","1530C","300 FEET","DAL","1 SE DAL","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-15,"ILLINOIS","CHICAGO","PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1531C/CHICAGO TRACON ADVISED, C208, LAF - ORD, REPORTED WHITE UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 4,800 FEET 10 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.","1531C","800 FEET","ORD","10 E ORD","NO EVASIVE ACTION TAKEN",NA,"PRELIM INFO"
2025-05-15,"OKLAHOMA","OKLAHOMA CITY","PRELIM INFO FROM FAA OPS: OKLAHOMA CITY, OK/UAS SIGHTING/1600C/OKLAHOMA CITY ATCT ADVISED, CIRRUS SR22, REPORTED A LARGE SIX BLADE UAS FROM THE 12 O'CLOCK POSITION WHILE NW BOUND AT 3,500 FEET 2 E TINKER TACAN (TIK). EVASIVE ACTION TAKEN PIC MANUEVERED AROUND UAS. OKLAHOMA CITY PD NOTIFIED.","1600C","500 FEET",NA,"2 E TINKER","EVASIVE ACTION TAKEN","PD NOTIFIED","PRELIM INFO"
